f[Hz]	Si_D(f)	Si_G(f)	Si_G-D(f).re	Si_G-D(f).im
5.2490e+012	2.0025e-016	3.2231e-016	2.3608e-016	4.6763e-017
5.2643e+012	1.9632e-016	3.1581e-016	2.3140e-016	4.5745e-017
5.2795e+012	1.9242e-016	3.0937e-016	2.2674e-016	4.4756e-017
5.2948e+012	1.8854e-016	3.0292e-016	2.2209e-016	4.3775e-017
5.3101e+012	1.8465e-016	2.9646e-016	2.1742e-016	4.2794e-017
5.3253e+012	1.8075e-016	2.8995e-016	2.1273e-016	4.1810e-017
5.3406e+012	1.7684e-016	2.8340e-016	2.0802e-016	4.0828e-017
5.3558e+012	1.7293e-016	2.7683e-016	2.0330e-016	3.9846e-017
5.3711e+012	1.6900e-016	2.7027e-016	1.9859e-016	3.8867e-017
5.3864e+012	1.6507e-016	2.6371e-016	1.9385e-016	3.7903e-017
5.4016e+012	1.6112e-016	2.5715e-016	1.8911e-016	3.6950e-017
5.4169e+012	1.5716e-016	2.5057e-016	1.8434e-016	3.6005e-017
5.4321e+012	1.5320e-016	2.4402e-016	1.7957e-016	3.5060e-017
5.4474e+012	1.4923e-016	2.3751e-016	1.7481e-016	3.4125e-017
5.4626e+012	1.4531e-016	2.3108e-016	1.7010e-016	3.3214e-017
5.4779e+012	1.4146e-016	2.2471e-016	1.6545e-016	3.2345e-017
5.4932e+012	1.3767e-016	2.1835e-016	1.6082e-016	3.1499e-017
5.5084e+012	1.3389e-016	2.1197e-016	1.5617e-016	3.0657e-017
5.5237e+012	1.3010e-016	2.0561e-016	1.5153e-016	2.9817e-017
5.5389e+012	1.2632e-016	1.9928e-016	1.4689e-016	2.8986e-017
5.5542e+012	1.2257e-016	1.9298e-016	1.4228e-016	2.8162e-017
5.5695e+012	1.1884e-016	1.8677e-016	1.3773e-016	2.7344e-017
5.5847e+012	1.1513e-016	1.8063e-016	1.3322e-016	2.6522e-017
5.6000e+012	1.1145e-016	1.7453e-016	1.2873e-016	2.5708e-017
5.6152e+012	1.0783e-016	1.6862e-016	1.2435e-016	2.4945e-017
5.6305e+012	1.0439e-016	1.6312e-016	1.2023e-016	2.4265e-017
5.6458e+012	1.0117e-016	1.5806e-016	1.1641e-016	2.3644e-017
5.6610e+012	9.8128e-017	1.5319e-016	1.1278e-016	2.3026e-017
5.6763e+012	9.5121e-017	1.4835e-016	1.0918e-016	2.2424e-017
5.6915e+012	9.2112e-017	1.4353e-016	1.0558e-016	2.1822e-017
5.7068e+012	8.9140e-017	1.3877e-016	1.0201e-016	2.1253e-017
5.7220e+012	8.6234e-017	1.3407e-016	9.8492e-017	2.0726e-017
5.7373e+012	8.3378e-017	1.2943e-016	9.5021e-017	2.0219e-017
5.7526e+012	8.0532e-017	1.2480e-016	9.1562e-017	1.9714e-017
5.7678e+012	7.7684e-017	1.2019e-016	8.8106e-017	1.9208e-017
5.7831e+012	7.4842e-017	1.1567e-016	8.4673e-017	1.8704e-017
5.7983e+012	7.2003e-017	1.1123e-016	8.1262e-017	1.8213e-017
5.8136e+012	6.9203e-017	1.0689e-016	7.7898e-017	1.7759e-017
5.8289e+012	6.6514e-017	1.0274e-016	7.4679e-017	1.7336e-017
5.8441e+012	6.3939e-017	9.8801e-017	7.1619e-017	1.6915e-017
5.8594e+012	6.1415e-017	9.4970e-017	6.8637e-017	1.6492e-017
5.8746e+012	5.8906e-017	9.1185e-017	6.5679e-017	1.6074e-017
5.8899e+012	5.6419e-017	8.7472e-017	6.2761e-017	1.5658e-017
5.9052e+012	5.3987e-017	8.3892e-017	5.9929e-017	1.5248e-017
5.9204e+012	5.1635e-017	8.0460e-017	5.7205e-017	1.4843e-017
5.9357e+012	4.9314e-017	7.7082e-017	5.4522e-017	1.4441e-017
5.9509e+012	4.7002e-017	7.3710e-017	5.1846e-017	1.4040e-017
5.9662e+012	4.4821e-017	7.0464e-017	4.9300e-017	1.3647e-017
5.9814e+012	4.2899e-017	6.7483e-017	4.7016e-017	1.3269e-017
5.9967e+012	4.1213e-017	6.4780e-017	4.4984e-017	1.2933e-017
6.0120e+012	3.9659e-017	6.2244e-017	4.3097e-017	1.2632e-017
6.0272e+012	3.8190e-017	5.9808e-017	4.1302e-017	1.2345e-017
6.0425e+012	3.6831e-017	5.7543e-017	3.9646e-017	1.2061e-017
6.0577e+012	3.5563e-017	5.5438e-017	3.8109e-017	1.1780e-017
6.0730e+012	3.4308e-017	5.3359e-017	3.6591e-017	1.1503e-017
6.0883e+012	3.3061e-017	5.1318e-017	3.5093e-017	1.1233e-017
6.1035e+012	3.1880e-017	4.9420e-017	3.3691e-017	1.0981e-017
6.1188e+012	3.0789e-017	4.7656e-017	3.2396e-017	1.0752e-017
6.1340e+012	2.9811e-017	4.6020e-017	3.1222e-017	1.0525e-017
6.1493e+012	2.8967e-017	4.4557e-017	3.0200e-017	1.0309e-017
6.1646e+012	2.8206e-017	4.3207e-017	2.9274e-017	1.0100e-017
6.1798e+012	2.7463e-017	4.1876e-017	2.8365e-017	9.8947e-018
6.1951e+012	2.6730e-017	4.0573e-017	2.7473e-017	9.6941e-018
6.2103e+012	2.6020e-017	3.9328e-017	2.6616e-017	9.4991e-018
6.2256e+012	2.5334e-017	3.8121e-017	2.5788e-017	9.3171e-018
6.2408e+012	2.4667e-017	3.6933e-017	2.4975e-017	9.1441e-018
6.2561e+012	2.4007e-017	3.5763e-017	2.4173e-017	8.9749e-018
6.2714e+012	2.3365e-017	3.4629e-017	2.3395e-017	8.8146e-018
6.2866e+012	2.2766e-017	3.3560e-017	2.2668e-017	8.6717e-018
6.3019e+012	2.2202e-017	3.2544e-017	2.1982e-017	8.5355e-018
6.3171e+012	2.1646e-017	3.1553e-017	2.1308e-017	8.3998e-018
6.3324e+012	2.1093e-017	3.0585e-017	2.0638e-017	8.2711e-018
6.3477e+012	2.0539e-017	2.9639e-017	1.9968e-017	8.1465e-018
6.3629e+012	1.9996e-017	2.8735e-017	1.9318e-017	8.0239e-018
6.3782e+012	1.9511e-017	2.7929e-017	1.8743e-017	7.9047e-018
6.3934e+012	1.9103e-017	2.7228e-017	1.8259e-017	7.7854e-018
6.4087e+012	1.8745e-017	2.6607e-017	1.7838e-017	7.6761e-018
6.4240e+012	1.8414e-017	2.6057e-017	1.7460e-017	7.5685e-018
6.4392e+012	1.8104e-017	2.5544e-017	1.7108e-017	7.4699e-018
6.4545e+012	1.7809e-017	2.5041e-017	1.6765e-017	7.3775e-018
6.4697e+012	1.7521e-017	2.4566e-017	1.6431e-017	7.2906e-018
6.4850e+012	1.7238e-017	2.4115e-017	1.6108e-017	7.2019e-018
6.5002e+012	1.6958e-017	2.3671e-017	1.5790e-017	7.1129e-018
6.5155e+012	1.6685e-017	2.3245e-017	1.5481e-017	7.0280e-018
6.5308e+012	1.6426e-017	2.2842e-017	1.5190e-017	6.9514e-018
6.5460e+012	1.6199e-017	2.2458e-017	1.4922e-017	6.8814e-018
6.5613e+012	1.5998e-017	2.2091e-017	1.4671e-017	6.8216e-018
6.5765e+012	1.5800e-017	2.1727e-017	1.4421e-017	6.7629e-018
6.5918e+012	1.5606e-017	2.1363e-017	1.4174e-017	6.7040e-018
6.6071e+012	1.5421e-017	2.1009e-017	1.3934e-017	6.6466e-018
6.6223e+012	1.5239e-017	2.0657e-017	1.3694e-017	6.5889e-018
6.6376e+012	1.5070e-017	2.0309e-017	1.3460e-017	6.5345e-018
6.6528e+012	1.4915e-017	1.9966e-017	1.3234e-017	6.4816e-018
6.6681e+012	1.4765e-017	1.9624e-017	1.3010e-017	6.4301e-018
6.6833e+012	1.4635e-017	1.9291e-017	1.2797e-017	6.3841e-018
6.6986e+012	1.4532e-017	1.8978e-017	1.2606e-017	6.3473e-018
6.7139e+012	1.4442e-017	1.8689e-017	1.2430e-017	6.3171e-018
6.7291e+012	1.4357e-017	1.8423e-017	1.2265e-017	6.2890e-018
6.7444e+012	1.4272e-017	1.8162e-017	1.2101e-017	6.2624e-018
6.7596e+012	1.4193e-017	1.7907e-017	1.1942e-017	6.2362e-018
6.7749e+012	1.4127e-017	1.7669e-017	1.1796e-017	6.2133e-018
6.7902e+012	1.4065e-017	1.7438e-017	1.1656e-017	6.1918e-018
6.8054e+012	1.4003e-017	1.7209e-017	1.1515e-017	6.1728e-018
6.8207e+012	1.3949e-017	1.6994e-017	1.1384e-017	6.1566e-018
6.8359e+012	1.3903e-017	1.6795e-017	1.1263e-017	6.1444e-018
6.8512e+012	1.3868e-017	1.6624e-017	1.1154e-017	6.1381e-018
6.8665e+012	1.3840e-017	1.6482e-017	1.1057e-017	6.1357e-018
6.8817e+012	1.3813e-017	1.6347e-017	1.0959e-017	6.1338e-018
6.8970e+012	1.3797e-017	1.6218e-017	1.0870e-017	6.1337e-018
6.9122e+012	1.3804e-017	1.6116e-017	1.0805e-017	6.1378e-018
6.9275e+012	1.3828e-017	1.6043e-017	1.0763e-017	6.1481e-018
6.9427e+012	1.3864e-017	1.5991e-017	1.0738e-017	6.1615e-018
6.9580e+012	1.3905e-017	1.5946e-017	1.0717e-017	6.1764e-018
6.9733e+012	1.3946e-017	1.5899e-017	1.0696e-017	6.1904e-018
6.9885e+012	1.3991e-017	1.5855e-017	1.0677e-017	6.2069e-018
7.0038e+012	1.4041e-017	1.5813e-017	1.0660e-017	6.2265e-018
7.0190e+012	1.4098e-017	1.5775e-017	1.0647e-017	6.2463e-018
7.0343e+012	1.4159e-017	1.5751e-017	1.0643e-017	6.2652e-018
7.0496e+012	1.4221e-017	1.5733e-017	1.0641e-017	6.2842e-018
7.0648e+012	1.4285e-017	1.5716e-017	1.0639e-017	6.3037e-018
7.0801e+012	1.4352e-017	1.5703e-017	1.0641e-017	6.3236e-018
7.0953e+012	1.4426e-017	1.5697e-017	1.0653e-017	6.3440e-018
7.1106e+012	1.4513e-017	1.5705e-017	1.0677e-017	6.3705e-018
7.1259e+012	1.4607e-017	1.5722e-017	1.0707e-017	6.4015e-018
7.1411e+012	1.4701e-017	1.5742e-017	1.0737e-017	6.4339e-018
7.1564e+012	1.4800e-017	1.5763e-017	1.0770e-017	6.4664e-018
7.1716e+012	1.4907e-017	1.5785e-017	1.0807e-017	6.4999e-018
7.1869e+012	1.5022e-017	1.5810e-017	1.0850e-017	6.5340e-018
7.2021e+012	1.5141e-017	1.5847e-017	1.0901e-017	6.5691e-018
7.2174e+012	1.5261e-017	1.5891e-017	1.0955e-017	6.6055e-018
7.2327e+012	1.5384e-017	1.5939e-017	1.1012e-017	6.6426e-018
7.2479e+012	1.5511e-017	1.5993e-017	1.1073e-017	6.6819e-018
7.2632e+012	1.5640e-017	1.6048e-017	1.1134e-017	6.7216e-018
7.2784e+012	1.5769e-017	1.6100e-017	1.1195e-017	6.7609e-018
7.2937e+012	1.5898e-017	1.6153e-017	1.1258e-017	6.8001e-018
7.3090e+012	1.6029e-017	1.6209e-017	1.1322e-017	6.8406e-018
7.3242e+012	1.6160e-017	1.6265e-017	1.1386e-017	6.8796e-018
7.3395e+012	1.6289e-017	1.6314e-017	1.1449e-017	6.9157e-018
7.3547e+012	1.6417e-017	1.6366e-017	1.1510e-017	6.9523e-018
7.3700e+012	1.6548e-017	1.6429e-017	1.1575e-017	6.9936e-018
7.3853e+012	1.6683e-017	1.6499e-017	1.1644e-017	7.0383e-018
7.4005e+012	1.6820e-017	1.6572e-017	1.1717e-017	7.0820e-018
7.4158e+012	1.6960e-017	1.6655e-017	1.1796e-017	7.1257e-018
7.4310e+012	1.7103e-017	1.6746e-017	1.1881e-017	7.1700e-018
7.4463e+012	1.7246e-017	1.6840e-017	1.1966e-017	7.2136e-018
7.4615e+012	1.7384e-017	1.6929e-017	1.2045e-017	7.2554e-018
7.4768e+012	1.7517e-017	1.7010e-017	1.2119e-017	7.2986e-018
7.4921e+012	1.7651e-017	1.7090e-017	1.2193e-017	7.3411e-018
7.5073e+012	1.7788e-017	1.7172e-017	1.2268e-017	7.3848e-018
7.5226e+012	1.7925e-017	1.7252e-017	1.2342e-017	7.4293e-018
7.5378e+012	1.8064e-017	1.7332e-017	1.2418e-017	7.4741e-018
7.5531e+012	1.8204e-017	1.7415e-017	1.2495e-017	7.5195e-018
7.5684e+012	1.8347e-017	1.7500e-017	1.2573e-017	7.5657e-018
7.5836e+012	1.8494e-017	1.7582e-017	1.2654e-017	7.6108e-018
7.5989e+012	1.8642e-017	1.7659e-017	1.2735e-017	7.6537e-018
7.6141e+012	1.8792e-017	1.7732e-017	1.2815e-017	7.6937e-018
7.6294e+012	1.8951e-017	1.7809e-017	1.2898e-017	7.7371e-018
7.6447e+012	1.9122e-017	1.7898e-017	1.2991e-017	7.7862e-018
7.6599e+012	1.9299e-017	1.7996e-017	1.3090e-017	7.8400e-018
7.6752e+012	1.9480e-017	1.8094e-017	1.3189e-017	7.8955e-018
7.6904e+012	1.9664e-017	1.8189e-017	1.3290e-017	7.9499e-018
7.7057e+012	1.9854e-017	1.8288e-017	1.3397e-017	8.0052e-018
7.7209e+012	2.0049e-017	1.8394e-017	1.3509e-017	8.0639e-018
7.7362e+012	2.0248e-017	1.8501e-017	1.3622e-017	8.1244e-018
7.7515e+012	2.0447e-017	1.8606e-017	1.3735e-017	8.1856e-018
7.7667e+012	2.0648e-017	1.8712e-017	1.3850e-017	8.2472e-018
7.7820e+012	2.0847e-017	1.8824e-017	1.3962e-017	8.3083e-018
7.7972e+012	2.1047e-017	1.8949e-017	1.4079e-017	8.3704e-018
7.8125e+012	2.1252e-017	1.9082e-017	1.4202e-017	8.4352e-018
7.8278e+012	2.1459e-017	1.9218e-017	1.4328e-017	8.4993e-018
7.8430e+012	2.1664e-017	1.9361e-017	1.4460e-017	8.5627e-018
7.8583e+012	2.1874e-017	1.9516e-017	1.4600e-017	8.6279e-018
7.8735e+012	2.2091e-017	1.9678e-017	1.4747e-017	8.6944e-018
7.8888e+012	2.2307e-017	1.9848e-017	1.4897e-017	8.7623e-018
7.9041e+012	2.2519e-017	2.0024e-017	1.5047e-017	8.8321e-018
7.9193e+012	2.2736e-017	2.0205e-017	1.5197e-017	8.9066e-018
7.9346e+012	2.2978e-017	2.0392e-017	1.5354e-017	8.9916e-018
7.9498e+012	2.3238e-017	2.0583e-017	1.5515e-017	9.0841e-018
7.9651e+012	2.3485e-017	2.0763e-017	1.5664e-017	9.1766e-018
7.9803e+012	2.3716e-017	2.0933e-017	1.5801e-017	9.2625e-018
7.9956e+012	2.3950e-017	2.1102e-017	1.5940e-017	9.3422e-018
8.0109e+012	2.4186e-017	2.1277e-017	1.6083e-017	9.4257e-018
8.0261e+012	2.4416e-017	2.1459e-017	1.6223e-017	9.5081e-018
8.0414e+012	2.4644e-017	2.1645e-017	1.6364e-017	9.5910e-018
8.0566e+012	2.4871e-017	2.1830e-017	1.6505e-017	9.6733e-018
8.0719e+012	2.5077e-017	2.2016e-017	1.6638e-017	9.7454e-018
8.0872e+012	2.5257e-017	2.2211e-017	1.6767e-017	9.8096e-018
8.1024e+012	2.5429e-017	2.2416e-017	1.6897e-017	9.8729e-018
8.1177e+012	2.5605e-017	2.2633e-017	1.7032e-017	9.9378e-018
8.1329e+012	2.5779e-017	2.2863e-017	1.7175e-017	1.0002e-017
8.1482e+012	2.5953e-017	2.3108e-017	1.7325e-017	1.0064e-017
8.1635e+012	2.6107e-017	2.3357e-017	1.7471e-017	1.0124e-017
8.1787e+012	2.6234e-017	2.3603e-017	1.7604e-017	1.0182e-017
8.1940e+012	2.6358e-017	2.3859e-017	1.7738e-017	1.0243e-017
8.2092e+012	2.6482e-017	2.4130e-017	1.7878e-017	1.0307e-017
8.2245e+012	2.6595e-017	2.4398e-017	1.8011e-017	1.0372e-017
8.2397e+012	2.6728e-017	2.4674e-017	1.8157e-017	1.0439e-017
8.2550e+012	2.6904e-017	2.4989e-017	1.8343e-017	1.0511e-017
8.2703e+012	2.7093e-017	2.5320e-017	1.8543e-017	1.0585e-017
8.2855e+012	2.7284e-017	2.5643e-017	1.8742e-017	1.0659e-017
8.3008e+012	2.7511e-017	2.5999e-017	1.8979e-017	1.0734e-017
8.3160e+012	2.7783e-017	2.6418e-017	1.9270e-017	1.0815e-017
8.3313e+012	2.8074e-017	2.6872e-017	1.9588e-017	1.0896e-017
8.3466e+012	2.8369e-017	2.7333e-017	1.9910e-017	1.0979e-017
8.3618e+012	2.8665e-017	2.7788e-017	2.0233e-017	1.1057e-017
8.3771e+012	2.8969e-017	2.8228e-017	2.0556e-017	1.1127e-017
8.3923e+012	2.9304e-017	2.8665e-017	2.0890e-017	1.1200e-017
8.4076e+012	2.9670e-017	2.9120e-017	2.1242e-017	1.1287e-017
8.4229e+012	3.0044e-017	2.9590e-017	2.1604e-017	1.1382e-017
8.4381e+012	3.0415e-017	3.0060e-017	2.1964e-017	1.1475e-017
8.4534e+012	3.0785e-017	3.0524e-017	2.2320e-017	1.1566e-017
8.4686e+012	3.1151e-017	3.0980e-017	2.2669e-017	1.1655e-017
8.4839e+012	3.1519e-017	3.1434e-017	2.3016e-017	1.1743e-017
8.4991e+012	3.1892e-017	3.1891e-017	2.3367e-017	1.1835e-017
8.5144e+012	3.2274e-017	3.2358e-017	2.3726e-017	1.1931e-017
8.5297e+012	3.2665e-017	3.2844e-017	2.4099e-017	1.2028e-017
8.5449e+012	3.3064e-017	3.3338e-017	2.4481e-017	1.2127e-017
8.5602e+012	3.3469e-017	3.3827e-017	2.4862e-017	1.2230e-017
8.5754e+012	3.3880e-017	3.4314e-017	2.5244e-017	1.2332e-017
8.5907e+012	3.4292e-017	3.4801e-017	2.5627e-017	1.2434e-017
8.6060e+012	3.4701e-017	3.5282e-017	2.6005e-017	1.2536e-017
8.6212e+012	3.5105e-017	3.5756e-017	2.6376e-017	1.2638e-017
8.6365e+012	3.5512e-017	3.6232e-017	2.6749e-017	1.2742e-017
8.6517e+012	3.5919e-017	3.6712e-017	2.7121e-017	1.2849e-017
8.6670e+012	3.6325e-017	3.7192e-017	2.7494e-017	1.2953e-017
8.6823e+012	3.6733e-017	3.7672e-017	2.7871e-017	1.3055e-017
8.6975e+012	3.7152e-017	3.8155e-017	2.8251e-017	1.3158e-017
8.7128e+012	3.7579e-017	3.8640e-017	2.8634e-017	1.3263e-017
8.7280e+012	3.8009e-017	3.9126e-017	2.9018e-017	1.3369e-017
8.7433e+012	3.8439e-017	3.9607e-017	2.9398e-017	1.3474e-017
8.7585e+012	3.8865e-017	4.0081e-017	2.9773e-017	1.3581e-017
8.7738e+012	3.9293e-017	4.0553e-017	3.0147e-017	1.3688e-017
8.7891e+012	3.9725e-017	4.1027e-017	3.0523e-017	1.3795e-017
8.8043e+012	4.0157e-017	4.1502e-017	3.0900e-017	1.3902e-017
8.8196e+012	4.0591e-017	4.1980e-017	3.1278e-017	1.4011e-017
8.8348e+012	4.1027e-017	4.2457e-017	3.1656e-017	1.4120e-017
8.8501e+012	4.1466e-017	4.2932e-017	3.2032e-017	1.4230e-017
8.8654e+012	4.1912e-017	4.3411e-017	3.2412e-017	1.4343e-017
8.8806e+012	4.2363e-017	4.3895e-017	3.2797e-017	1.4456e-017
8.8959e+012	4.2817e-017	4.4383e-017	3.3185e-017	1.4571e-017
8.9111e+012	4.3274e-017	4.4872e-017	3.3574e-017	1.4686e-017
8.9264e+012	4.3729e-017	4.5360e-017	3.3962e-017	1.4803e-017
8.9417e+012	4.4180e-017	4.5843e-017	3.4342e-017	1.4922e-017
8.9569e+012	4.4626e-017	4.6320e-017	3.4715e-017	1.5042e-017
8.9722e+012	4.5074e-017	4.6790e-017	3.5086e-017	1.5164e-017
8.9874e+012	4.5527e-017	4.7265e-017	3.5462e-017	1.5286e-017
9.0027e+012	4.5984e-017	4.7753e-017	3.5847e-017	1.5409e-017
9.0179e+012	4.6440e-017	4.8250e-017	3.6233e-017	1.5533e-017
9.0332e+012	4.6894e-017	4.8752e-017	3.6619e-017	1.5659e-017
9.0485e+012	4.7349e-017	4.9257e-017	3.7007e-017	1.5786e-017
9.0637e+012	4.7806e-017	4.9764e-017	3.7398e-017	1.5913e-017
9.0790e+012	4.8262e-017	5.0271e-017	3.7787e-017	1.6040e-017
9.0942e+012	4.8714e-017	5.0778e-017	3.8175e-017	1.6165e-017
9.1095e+012	4.9159e-017	5.1281e-017	3.8558e-017	1.6289e-017
9.1248e+012	4.9606e-017	5.1784e-017	3.8942e-017	1.6411e-017
9.1400e+012	5.0050e-017	5.2294e-017	3.9328e-017	1.6534e-017
9.1553e+012	5.0474e-017	5.2801e-017	3.9708e-017	1.6652e-017
9.1705e+012	5.0878e-017	5.3292e-017	4.0074e-017	1.6759e-017
9.1858e+012	5.1276e-017	5.3772e-017	4.0433e-017	1.6859e-017
9.2010e+012	5.1671e-017	5.4253e-017	4.0794e-017	1.6958e-017
9.2163e+012	5.2064e-017	5.4738e-017	4.1154e-017	1.7060e-017
9.2316e+012	5.2449e-017	5.5219e-017	4.1508e-017	1.7159e-017
9.2468e+012	5.2825e-017	5.5691e-017	4.1854e-017	1.7251e-017
9.2621e+012	5.3198e-017	5.6162e-017	4.2200e-017	1.7340e-017
9.2773e+012	5.3570e-017	5.6638e-017	4.2549e-017	1.7428e-017
9.2926e+012	5.3941e-017	5.7109e-017	4.2895e-017	1.7515e-017
9.3079e+012	5.4315e-017	5.7561e-017	4.3242e-017	1.7600e-017
9.3231e+012	5.4687e-017	5.7988e-017	4.3580e-017	1.7683e-017
9.3384e+012	5.5051e-017	5.8404e-017	4.3909e-017	1.7762e-017
9.3536e+012	5.5415e-017	5.8820e-017	4.4237e-017	1.7843e-017
9.3689e+012	5.5780e-017	5.9230e-017	4.4561e-017	1.7925e-017
9.3842e+012	5.6139e-017	5.9633e-017	4.4871e-017	1.8013e-017
9.3994e+012	5.6497e-017	6.0033e-017	4.5175e-017	1.8108e-017
9.4147e+012	5.6856e-017	6.0429e-017	4.5478e-017	1.8203e-017
9.4299e+012	5.7221e-017	6.0830e-017	4.5787e-017	1.8297e-017
9.4452e+012	5.7575e-017	6.1238e-017	4.6103e-017	1.8383e-017
9.4604e+012	5.7882e-017	6.1635e-017	4.6406e-017	1.8449e-017
9.4757e+012	5.8151e-017	6.2026e-017	4.6701e-017	1.8498e-017
9.4910e+012	5.8428e-017	6.2430e-017	4.7007e-017	1.8546e-017
9.5062e+012	5.8701e-017	6.2833e-017	4.7310e-017	1.8596e-017
9.5215e+012	5.8940e-017	6.3223e-017	4.7588e-017	1.8648e-017
9.5367e+012	5.9167e-017	6.3599e-017	4.7854e-017	1.8694e-017
9.5520e+012	5.9401e-017	6.3963e-017	4.8123e-017	1.8742e-017
9.5673e+012	5.9637e-017	6.4321e-017	4.8389e-017	1.8789e-017
9.5825e+012	5.9876e-017	6.4684e-017	4.8661e-017	1.8836e-017
9.5978e+012	6.0131e-017	6.5048e-017	4.8943e-017	1.8888e-017
9.6130e+012	6.0401e-017	6.5395e-017	4.9228e-017	1.8940e-017
9.6283e+012	6.0676e-017	6.5724e-017	4.9511e-017	1.8993e-017
9.6436e+012	6.0957e-017	6.6038e-017	4.9790e-017	1.9045e-017
9.6588e+012	6.1238e-017	6.6331e-017	5.0057e-017	1.9101e-017
9.6741e+012	6.1510e-017	6.6597e-017	5.0306e-017	1.9158e-017
9.6893e+012	6.1789e-017	6.6850e-017	5.0551e-017	1.9217e-017
9.7046e+012	6.2086e-017	6.7098e-017	5.0803e-017	1.9276e-017
9.7198e+012	6.2380e-017	6.7330e-017	5.1046e-017	1.9330e-017
9.7351e+012	6.2670e-017	6.7544e-017	5.1280e-017	1.9380e-017
9.7504e+012	6.2966e-017	6.7765e-017	5.1521e-017	1.9428e-017
9.7656e+012	6.3211e-017	6.7964e-017	5.1729e-017	1.9469e-017
9.7809e+012	6.3371e-017	6.8089e-017	5.1857e-017	1.9502e-017
9.7961e+012	6.3505e-017	6.8176e-017	5.1955e-017	1.9532e-017
9.8114e+012	6.3635e-017	6.8264e-017	5.2050e-017	1.9560e-017
9.8267e+012	6.3695e-017	6.8284e-017	5.2071e-017	1.9587e-017
9.8419e+012	6.3666e-017	6.8179e-017	5.1982e-017	1.9607e-017
9.8572e+012	6.3609e-017	6.8005e-017	5.1843e-017	1.9631e-017
9.8724e+012	6.3555e-017	6.7826e-017	5.1703e-017	1.9652e-017
9.8877e+012	6.3500e-017	6.7653e-017	5.1565e-017	1.9674e-017
9.9030e+012	6.3421e-017	6.7491e-017	5.1429e-017	1.9699e-017
9.9182e+012	6.3278e-017	6.7327e-017	5.1273e-017	1.9713e-017
9.9335e+012	6.3071e-017	6.7134e-017	5.1083e-017	1.9698e-017
9.9487e+012	6.2840e-017	6.6902e-017	5.0867e-017	1.9666e-017
9.9640e+012	6.2599e-017	6.6652e-017	5.0636e-017	1.9632e-017
9.9792e+012	6.2350e-017	6.6401e-017	5.0404e-017	1.9596e-017
9.9945e+012	6.2105e-017	6.6157e-017	5.0181e-017	1.9559e-017
1.0010e+013	6.1864e-017	6.5920e-017	4.9964e-017	1.9523e-017
1.0025e+013	6.1619e-017	6.5682e-017	4.9747e-017	1.9484e-017
1.0040e+013	6.1361e-017	6.5423e-017	4.9515e-017	1.9435e-017
1.0056e+013	6.1089e-017	6.5135e-017	4.9262e-017	1.9382e-017
1.0071e+013	6.0810e-017	6.4835e-017	4.9000e-017	1.9323e-017
1.0086e+013	6.0518e-017	6.4536e-017	4.8734e-017	1.9261e-017
1.0101e+013	6.0220e-017	6.4241e-017	4.8470e-017	1.9199e-017
1.0117e+013	5.9938e-017	6.3960e-017	4.8220e-017	1.9141e-017
1.0132e+013	5.9671e-017	6.3694e-017	4.7985e-017	1.9087e-017
1.0147e+013	5.9414e-017	6.3428e-017	4.7753e-017	1.9036e-017
1.0162e+013	5.9166e-017	6.3158e-017	4.7524e-017	1.8982e-017
1.0178e+013	5.8917e-017	6.2884e-017	4.7299e-017	1.8924e-017
1.0193e+013	5.8678e-017	6.2613e-017	4.7079e-017	1.8869e-017
1.0208e+013	5.8454e-017	6.2350e-017	4.6870e-017	1.8819e-017
1.0223e+013	5.8226e-017	6.2096e-017	4.6667e-017	1.8768e-017
1.0239e+013	5.7987e-017	6.1841e-017	4.6464e-017	1.8715e-017
1.0254e+013	5.7745e-017	6.1588e-017	4.6260e-017	1.8662e-017
1.0269e+013	5.7505e-017	6.1342e-017	4.6062e-017	1.8610e-017
1.0284e+013	5.7275e-017	6.1109e-017	4.5877e-017	1.8559e-017
1.0300e+013	5.7059e-017	6.0883e-017	4.5701e-017	1.8510e-017
1.0315e+013	5.6848e-017	6.0661e-017	4.5530e-017	1.8462e-017
1.0330e+013	5.6640e-017	6.0442e-017	4.5362e-017	1.8415e-017
1.0345e+013	5.6434e-017	6.0224e-017	4.5196e-017	1.8367e-017
1.0361e+013	5.6228e-017	6.0011e-017	4.5033e-017	1.8319e-017
1.0376e+013	5.6018e-017	5.9804e-017	4.4874e-017	1.8271e-017
1.0391e+013	5.5797e-017	5.9601e-017	4.4712e-017	1.8223e-017
1.0406e+013	5.5568e-017	5.9398e-017	4.4545e-017	1.8174e-017
1.0422e+013	5.5333e-017	5.9190e-017	4.4371e-017	1.8125e-017
1.0437e+013	5.5092e-017	5.8975e-017	4.4190e-017	1.8075e-017
1.0452e+013	5.4846e-017	5.8754e-017	4.4004e-017	1.8022e-017
1.0468e+013	5.4600e-017	5.8525e-017	4.3817e-017	1.7964e-017
1.0483e+013	5.4358e-017	5.8289e-017	4.3634e-017	1.7904e-017
1.0498e+013	5.4115e-017	5.8057e-017	4.3452e-017	1.7843e-017
1.0513e+013	5.3866e-017	5.7820e-017	4.3265e-017	1.7782e-017
1.0529e+013	5.3613e-017	5.7564e-017	4.3068e-017	1.7719e-017
1.0544e+013	5.3358e-017	5.7291e-017	4.2865e-017	1.7650e-017
